Regulon	Size	NES	p.value	FDR	Synergy	Ledge
ZNF193	131	0.25	0.801	0.906	NA	TDRD10, MTMR12, DDX19A, TRIM13, + 64 genes
TFAP2E	169	0.25	0.804	0.908	NA	EIF3D, GLDC, PRSS36, MEI1, + 99 genes
SP3	160	0.25	0.805	0.908	NA	RASAL2, PGAP1, ZNF597, DUS1L, + 81 genes
GATAD2A	54	0.24	0.809	0.91	NA	PRKCG, FAM53C, CBX2, ARMCX1, + 28 genes
GTF2IRD2	69	0.24	0.81	0.911	NA	FAM153B, ENOX1, ITGAE, CTSF, + 38 genes
ZNF792	77	0.24	0.813	0.912	NA	SYT11, CCR4, RAB7L1, EXOC3, + 40 genes
ARX	72	0.23	0.817	0.913	NA	TMEM219, FLJ42709, APOA1, WLS, + 43 genes
EOMES	94	0.23	0.82	0.913	NA	MR1, CCR4, PTPRC, DOCK2, + 45 genes
ZNF137	99	0.23	0.82	0.913	NA	IQUB, HPS3, SARM1, ZNF622, + 38 genes
ZNF772	83	0.23	0.82	0.913	NA	FAM169A, TMEM209, ZNF184, KIF3A, + 30 genes
SLC2A4RG	249	0.22	0.822	0.914	NA	FAM157A, LOC541471, PRKDC, RANBP2, + 115 genes
ZNF592	103	0.22	0.822	0.914	NA	TBC1D2B, AKAP13, MRPL17, CYFIP1, + 46 genes
ZNF503	117	0.22	0.825	0.916	NA	NAGLU, INPP1, FLJ33630, FBXO4, + 56 genes
ZNF644	41	0.22	0.829	0.918	NA	BSDC1, COG6, LRP5, TSKS, + 19 genes
OTOP3	56	0.21	0.83	0.918	NA	ACADM, HSPBAP1, ENSA, GGA1, + 52 genes
ERG	80	0.21	0.832	0.918	NA	TSPAN7, CXorf36, ZNF385D, LGI4, + 46 genes
PPARA	79	0.21	0.832	0.918	NA	SIRPB1, SLC8A1, CD84, PTAFR, + 25 genes
NR1D2	67	0.21	0.835	0.92	NA	ZNF322A, NDUFB11, NDUFA13, PHLDB2, + 31 genes
FOXJ3	121	0.2	0.839	0.924	NA	EPB41, AHDC1, SNRPB2, DYNC2H1, + 52 genes
ESRRA	123	0.2	0.843	0.927	NA	KIF18A, FBXL8, PLEKHF1, LOC541471, + 61 genes
ASCL1	29	0.2	0.845	0.927	NA	UNC5CL, WBSCR17, SCN11A, TRIM65, + 25 genes
COPS3	174	0.2	0.845	0.927	NA	FAM118B, PITPNA, CPT2, CHEK1, + 68 genes
AR	73	0.19	0.852	0.93	NA	AMOT, DIXDC1, NOL12, ARHGAP20, + 31 genes
DEPDC4	146	0.19	0.852	0.93	NA	PARP16, LRRC43, TCP11L1, TADA2A, + 141 genes
RLF	143	0.19	0.853	0.93	NA	CCDC21, TANC1, EXOSC4, KDM3A, + 50 genes
ZNF828	138	0.18	0.855	0.931	NA	RBBP4, SSR1, ARHGEF7, PTCD2, + 55 genes
ZNF570	271	0.18	0.859	0.932	NA	ZNF407, DIXDC1, PAFAH1B2, C5orf41, + 257 genes
DRAP1	186	0.18	0.86	0.932	NA	RAB1B, HSPA14, VKORC1L1, RMND5A, + 76 genes
POU2F2	81	0.18	0.861	0.932	NA	PTK2B, STAMBPL1, MTHFR, TLR6, + 73 genes
ZBED2	80	0.17	0.864	0.934	NA	GFI1, COTL1, RASAL3, CYBA, + 71 genes
SPIB	57	0.16	0.871	0.937	NA	CCR7, KIAA0748, IL16, MOBKL2A, + 25 genes
ZBTB48	104	0.16	0.871	0.937	NA	CDK11B, PRKRIP1, RECQL5, LOC643837, + 33 genes
MEOX2	53	0.15	0.879	0.944	NA	LGI4, C11orf92, IGFBP7, MEOX1, + 49 genes
KLF13	199	0.15	0.884	0.947	NA	TBC1D2B, AKAP13, PSMD4, UBE2C, + 187 genes
ZNF627	53	0.15	0.884	0.947	NA	TCTN2, RASAL2, CHEK1, ZBTB44, + 48 genes
LENG9	114	0.13	0.893	0.952	NA	ZNF697, GNL3L, XRCC5, MAGIX, + 45 genes
PGR	63	0.13	0.897	0.955	NA	OXR1, PCDH17, PID1, PDE5A, + 28 genes
ZNF497	62	0.12	0.901	0.957	NA	CCDC147, SETD4, SCN11A, ENO3, + 57 genes
IRF9	37	0.12	0.902	0.958	NA	SAMD9, XAF1, PARP14, C19orf66, + 15 genes
MATR3	187	0.12	0.905	0.959	NA	MSH3, RBBP4, TMEM123, PRR3, + 179 genes
NCOA1	72	0.12	0.907	0.959	NA	SHB, MTR, KIF16B, ZNF787, + 66 genes
HDX	50	0.12	0.908	0.959	NA	KLHL17, NR2C1, DDX56, MYH15, + 44 genes
NFIC	147	0.12	0.908	0.959	NA	PLXNC1, INPP5E, ZFP91, SLIT2, + 141 genes
ZNF295	87	0.11	0.909	0.959	NA	ZNF434, EPN1, EPB41L4A, MKRN1, + 82 genes
ZNF516	106	0.11	0.91	0.959	NA	PXDN, ABCC4, SEC61B, SLC2A14, + 101 genes
YY2	57	0.11	0.914	0.961	NA	DYNC2H1, TM9SF2, TYW3, REV3L, + 53 genes
ZBTB32	92	0.1	0.918	0.965	NA	SH2D3C, RASAL3, CERKL, TMC8, + 86 genes
SCAPER	246	0.1	0.92	0.965	NA	LRRC43, PSMB2, ZNF407, RPL23AP53, + 236 genes
MXD3	177	0.1	0.924	0.966	NA	MOCS2, MED7, FAM157A, UGCG, + 173 genes
NCOR1	203	0.09	0.927	0.967	NA	PIGN, MAST4, DDA1, CBR3, + 198 genes
ZNF580	141	0.09	0.932	0.97	NA	PCSK5, GPR81, CCDC64, LOC541471, + 131 genes
FIZ1	73	0.08	0.933	0.97	NA	TMEM126A, ASAH2B, BIRC6, SYNE2, + 69 genes
SORBS2	66	0.08	0.933	0.97	NA	AGT, TMEM47, SLC6A1, PRSS23, + 60 genes
RBM5	34	0.08	0.934	0.97	NA	CCDC93, PSMA1, PPAPDC3, NDUFB8, + 11 genes
MACF1	84	0.08	0.936	0.97	NA	ZFHX3, NIPAL3, AKAP13, USPL1, + 76 genes
ZNF404	121	0.08	0.937	0.97	NA	KIAA2018, TMPRSS5, ZNF622, WBP11P1, + 59 genes
ZNF643	61	0.08	0.938	0.97	NA	AP1G1, CYB5RL, SHROOM3, AHI1, + 56 genes
MEF2B	74	0.06	0.95	0.98	NA	TRIM69, SLC17A9, SPAG4, ANGPTL6, + 68 genes
ZNF211	47	0.06	0.95	0.98	NA	APEH, ABCA5, LOC253724, MARVELD1, + 42 genes
ZNF83	234	0.06	0.953	0.98	NA	HMGXB3, SCAMP3, ABCA5, MDH2, + 228 genes
ZSCAN23	257	0.06	0.954	0.98	NA	MAST4, ARHGEF7, PTCD2, CCDC93, + 252 genes
MYCL1	210	0.05	0.957	0.982	NA	UBE2Z, CCDC21, PRR3, TBC1D24, + 200 genes
HIST1H1B	84	0.05	0.959	0.984	NA	GPR75, GPLD1, KCNH1, HUWE1, + 80 genes
RFX7	46	0.04	0.965	0.987	NA	NDUFA13, DUSP23, TIMM10, VPS29, + 42 genes
TGIF2	149	0.04	0.968	0.989	NA	TRIM27, TADA2A, SLC29A1, TFCP2L1, + 144 genes
SMAD3	55	0.04	0.972	0.99	NA	EIF2AK4, TIMM10, MED30, TK1, + 49 genes
NR4A2	43	0.03	0.974	0.99	NA	PTPN22, PYHIN1, SLA2, TNIP3, + 38 genes
SMARCE1	169	0.03	0.979	0.995	NA	RIT1, CDV3, ACAP2, NENF, + 163 genes
NRL	99	0.02	0.983	0.995	NA	COQ6, CINP, MOCS2, NPC2, + 88 genes
NCOA3	111	0.02	0.984	0.995	NA	KIAA1632, LNPEP, ZFP91, SMUG1, + 105 genes
ZNF595	28	0.02	0.985	0.995	NA	EFTUD1, POT1, NUDT19, FAM50A, + 24 genes
TCF15	86	0.02	0.986	0.995	NA	GSTCD, LOC113230, RAPGEF1, C12orf71, + 81 genes
ZNF565	119	0.01	0.991	0.999	NA	ZNF18, HMGXB3, TRIM13, PRKRIP1, + 114 genes
HMGB2	90	0.01	0.994	0.999	NA	STRN, EXOC6B, SNORD116-4, SPTLC2, + 81 genes
ZNF252	101	0.01	0.996	0.999	NA	CDYL, KLHL12, LOC100286844, C3orf67, + 96 genes
ZNF770	49	0.01	0.996	0.999	NA	LUC7L2, MAP1A, SDF2, RPL10, + 8 genes
ZFPM1	78	0	0.997	0.999	NA	PANK3, JOSD2, MPG, VPRBP, + 73 genes
ZFP36L2	38	0	0.998	0.999	NA	MGC2752, DDX26B, CCDC88B, RRN3P2, + 34 genes
ZNF467	76	0	0.998	0.999	NA	PSMD11, NOG, NONO, C20orf134, + 71 genes
ZNF641	195	0	0.998	0.999	NA	LRRC43, USP12, TM9SF2, SUMO2, + 187 genes
ZNF845	79	0	1	1	NA	C9orf93, GPR133, ATP6V0A2, KBTBD13, + 73 genes
ZNF664	133	-0.01	0.995	0.999	NA	UNC119B, MKLN1, LOC151162, MLEC, + 128 genes
GLI1	28	-0.01	0.993	0.999	NA	LOC441046, LRRC8B, SPATS2, ZNF16, + 24 genes
ZNF572	92	-0.01	0.992	0.999	NA	EFCAB6, SLC35D2, EFTUD1, ADAMTSL3, + 88 genes
GPATCH8	137	-0.02	0.985	0.995	NA	CBR3, NSF, CYB5RL, H3F3C, + 129 genes
MLXIPL	115	-0.02	0.982	0.995	NA	PRRT1, CAMKK1, GIP, TPM3, + 108 genes
ZNF160	68	-0.02	0.982	0.995	NA	ELF2, ZNF622, SPAM1, LOC253724, + 62 genes
ZNF200	76	-0.02	0.982	0.995	NA	ZNF597, GJC1, FBXO22, RRN3, + 71 genes
ZNF417	97	-0.02	0.981	0.995	NA	HSDL1, SYCP2, KIAA1107, RAD51AP2, + 92 genes
ELK3	210	-0.03	0.973	0.99	NA	ZNF32, FAM125B, NT5C, TP53BP1, + 201 genes
SF3A3	80	-0.04	0.971	0.99	NA	YRDC, RPA2, GPATCH3, CDC5L, + 75 genes
ZNF214	84	-0.04	0.97	0.989	NA	IQUB, THUMPD1, WDR19, ZNF322A, + 80 genes
TBX19	111	-0.04	0.969	0.989	NA	UBE2J1, RANBP9, ANKRD49, PDXP, + 106 genes
BBX	54	-0.04	0.966	0.988	NA	OXR1, ARHGEF12, HMCN1, WDR82, + 50 genes
SMAD2	38	-0.04	0.965	0.987	NA	NOSIP, FAM125A, FAU, ZSWIM7, + 33 genes
SMAD9	219	-0.05	0.963	0.987	NA	GMNN, CSNK1G1, FAM115A, HNRNPL, + 213 genes
ZNF582	174	-0.06	0.954	0.98	NA	TRIM37, MAGT1, RPL22L1, C1orf69, + 166 genes
ZNF192	591	-0.06	0.953	0.98	NA	MAST4, ZNF407, NDUFA13, C5orf41, + 570 genes
ZNF547	41	-0.06	0.953	0.98	NA	SLC7A9, SRRM5, UHRF1BP1L, PDIA6, + 36 genes
HMGB1	66	-0.06	0.95	0.98	NA	RAB3B, MED10, C5orf43, TXLNG, + 59 genes
AFF1	138	-0.07	0.945	0.977	NA	MLL5, AKAP13, AP1G1, UTRN, + 133 genes
ZNF629	171	-0.08	0.938	0.97	NA	NAGPA, C1orf175, EXT1, ZNF276, + 160 genes
ZNF518B	93	-0.08	0.937	0.97	NA	ALS2, STK36, TMEM33, RBM46, + 86 genes
PLAGL2	134	-0.08	0.936	0.97	NA	MAGED4, C19orf56, TMEM42, RALGAPA2, + 128 genes
ZNF428	72	-0.09	0.929	0.969	NA	HEXIM2, LONP2, SAC3D1, NENF, + 14 genes
ZNF658	57	-0.09	0.926	0.967	NA	FAM125B, KIF24, LOC653501, SLC20A2, + 52 genes
MZF1	89	-0.09	0.925	0.967	NA	LOC100133612, WASH2P, C6orf106, SLC9A5, + 83 genes
LHX1	26	-0.1	0.924	0.966	NA	ST6GALNAC6, BUB1, COMMD7, ZNF766, + 22 genes
RCOR1	74	-0.1	0.922	0.966	NA	TDRD9, CTDSP1, CTAGE5, PRMT5, + 68 genes
EDF1	190	-0.1	0.92	0.965	NA	ZNF281, LOC729234, UBFD1, STT3B, + 181 genes
ZNF331	69	-0.1	0.919	0.965	NA	ZNF547, TMEM109, ZNF700, CYP2C8, + 24 genes
ZBTB43	91	-0.11	0.913	0.961	NA	DPY19L1, DAPK1, POLE3, CDC5L, + 87 genes
CREB3L1	28	-0.11	0.912	0.961	NA	GLT8D2, COL16A1, KRT80, SFRP4, + 23 genes
TIGD4	69	-0.11	0.91	0.959	NA	KIAA1107, SACS, ZNF706, JHDM1D, + 64 genes
CDX1	26	-0.12	0.906	0.959	NA	FADS3, ATP6V0A4, PLCD3, PRODH2, + 22 genes
PHF20	66	-0.12	0.906	0.959	NA	C19orf56, RALGAPA2, SERINC3, CKS2, + 60 genes
ZNF585B	49	-0.13	0.899	0.956	NA	DNAJB14, KDM2A, TFPT, HERC1, + 44 genes
RERE	58	-0.13	0.895	0.953	NA	OTUD3, USP48, CHMP4B, TALDO1, + 20 genes
NFYC	93	-0.14	0.892	0.952	NA	C19orf18, FBXW11, ODF2L, MED8, + 44 genes
ZNF583	77	-0.14	0.891	0.951	NA	NFKB2, H2AFJ, LOC653501, MUT, + 72 genes
PMS1	146	-0.14	0.89	0.951	NA	ANKRD26, IDH3G, PRPF40A, OTUD3, + 64 genes
DVL2	46	-0.14	0.888	0.95	NA	CLIP2, EFNB3, PCDH1, WSCD1, + 14 genes
ZNF134	251	-0.14	0.887	0.949	NA	RPL22L1, LMBR1, PIAS1, C1orf69, + 244 genes
KLF7	92	-0.15	0.884	0.947	NA	ICT1, CUTC, METT5D1, C3orf67, + 88 genes
ZNF599	49	-0.16	0.876	0.942	NA	TRIM36, ZNF311, PCDH17, KIAA0753, + 45 genes
ZSCAN2	132	-0.16	0.87	0.937	NA	C1orf61, C15orf44, PCSK7, CCNB2, + 51 genes
PBX4	191	-0.17	0.867	0.935	NA	FCF1, MTIF3, GGTLC2, EXOC6B, + 187 genes
H1FX	99	-0.17	0.866	0.935	NA	RSC1A1, ANKHD1, BTBD9, SEC22A, + 38 genes
ZNF765	159	-0.17	0.865	0.934	NA	MNT, WDR82, LOC653501, RPS19BP1, + 154 genes
ZNF692	272	-0.17	0.864	0.934	NA	WDR13, GOLIM4, STAG1, AP1G2, + 260 genes
ZNF678	58	-0.18	0.861	0.932	NA	DDX41, MARCH8, MDP1, LIN9, + 20 genes
ZNF704	239	-0.18	0.861	0.932	NA	MECP2, IER2, EIF5AL1, SNRPD1, + 232 genes
ZNF443	39	-0.18	0.859	0.932	NA	FPGS, PIK3R5, ZNF518A, ZNF833, + 13 genes
REL	218	-0.18	0.857	0.932	NA	S100A13, DDIT3, MOBKL1B, H3F3A, + 210 genes
PAX6	55	-0.18	0.854	0.931	NA	ANAPC1, C14orf28, FAM174A, NDUFB1, + 25 genes
ZNF549	109	-0.19	0.853	0.93	NA	OTUD7B, ZNF813, IDH3G, ZNF765, + 47 genes
MYST2	188	-0.19	0.85	0.93	NA	TNXB, NSL1, CLTC, PGAM1, + 79 genes
ZNF441	81	-0.19	0.85	0.93	NA	TMSB4Y, ZNF167, CCNI2, SLC12A8, + 12 genes
JDP2	62	-0.19	0.846	0.927	NA	ASB7, TAGLN2, RPS6KA4, ACOT2, + 58 genes
BAZ2A	96	-0.2	0.845	0.927	NA	CSPG4, DNAJC30, MMP16, ATE1, + 47 genes
DPF1	95	-0.21	0.834	0.92	NA	G2E3, DALRD3, TUBB3, PGAM1, + 42 genes
SRCAP	67	-0.21	0.831	0.918	NA	RPS23, KIAA0430, C6orf59, KCNQ4, + 59 genes
ZNF76	127	-0.21	0.831	0.918	NA	DDX19A, YME1L1, DDX21, SF3A1, + 120 genes
NR6A1	416	-0.22	0.829	0.918	NA	PEX26, TSTD2, BCL7C, LSM10, + 203 genes
ZNF821	36	-0.22	0.823	0.914	NA	LOC100130776, ACTN2, C3orf47, TRAK1, + 8 genes
SALL2	217	-0.23	0.82	0.913	NA	KCND1, BCL7C, ZRSR2, USP28, + 107 genes
SHPRH	481	-0.23	0.819	0.913	NA	PFN1, ENTPD5, HCFC1R1, BAG4, + 283 genes
SP4	150	-0.23	0.815	0.912	NA	GPX4, KLHL28, MIB1, SUV39H2, + 87 genes
ZNF318	50	-0.23	0.815	0.912	NA	PEX11G, COMMD6, NR6A1, VEGFC, + 23 genes
ZNF775	91	-0.24	0.814	0.912	NA	KIAA0040, CHCHD3, SP6, SCLT1, + 39 genes
MIER3	111	-0.24	0.813	0.912	NA	GPX4, CCDC22, MIB1, DNAJC16, + 60 genes
ZNF44	30	-0.24	0.809	0.91	NA	C19orf18, ZNF700, WDR52, ZNF833, + 10 genes
FOXK1	30	-0.24	0.808	0.91	NA	TXNL1, TRIL, HIVEP1, SRP14, + 13 genes
MEF2D	32	-0.25	0.805	0.908	NA	C11orf1, IL1F7, RC3H1, ZNF304, + 7 genes
ZNF778	298	-0.25	0.799	0.905	NA	NDUFV2, EYA3, HIVEP1, MDC1, + 155 genes
LHX4	108	-0.26	0.798	0.905	NA	ARID1B, MYSM1, ATF7, SNORD116-28, + 53 genes
AFF3	26	-0.26	0.796	0.903	NA	TCF15, KIAA0664P3, FAM149A, FAM105B, + 6 genes
NR2C2	101	-0.26	0.795	0.903	NA	NDUFB10, C17orf57, ZDHHC23, MGAT5, + 95 genes
CCDC79	38	-0.26	0.793	0.903	NA	DYNC1LI1, ZNF555, C3orf63, ARHGAP39, + 11 genes
MYSM1	192	-0.26	0.792	0.903	NA	NCRNA00182, LOC646471, SMG1, AKAP9, + 75 genes
ZNF646	49	-0.26	0.792	0.903	NA	EYA3, NDUFAF2, ZNF813, HIGD2A, + 23 genes
NFE2L1	46	-0.27	0.789	0.902	NA	LSM5, CRTC3, THOP1, SF4, + 40 genes
POU6F1	184	-0.27	0.788	0.902	NA	C3orf35, ANKRD20B, IL17RB, CDK3, + 77 genes
HIST1H1C	33	-0.27	0.787	0.902	NA	HIST1H4E, HIST1H2BK, OTUD7A, TIMM50, + 9 genes
HP1BP3	40	-0.28	0.78	0.897	NA	ZNF793, OSBPL3, SFRS11, DMTF1, + 13 genes
MGA	171	-0.28	0.779	0.897	NA	FAM63B, ZNF813, ANKRD26, DDX53, + 81 genes
CHD6	115	-0.28	0.777	0.896	NA	TRIM33, MFRP, ATP11C, MYSM1, + 63 genes
ZNF28	210	-0.28	0.776	0.896	NA	ZNF765, CCDC144A, BLOC1S1, PTPLAD1, + 111 genes
SSH1	181	-0.29	0.772	0.896	NA	OXSR1, NBPF10, C6orf35, GLTSCR2, + 92 genes
ZNF432	29	-0.3	0.762	0.891	NA	GSTM5, APOD, ZNF347, TSTD2, + 16 genes
E2F8	61	-0.31	0.754	0.884	NA	FAM156A, RFC5, ERF, KIF14, + 31 genes
NR4A3	30	-0.32	0.75	0.882	NA	C6orf163, ZNF747, SPRY2, MANF, + 3 genes
C1orf25	73	-0.32	0.749	0.882	NA	KIF14, CENPF, FPGS, LIN9, + 37 genes
IKZF3	204	-0.32	0.749	0.882	NA	FICD, LOC646471, SERTAD3, C6orf41, + 97 genes
ZNF471	28	-0.32	0.748	0.882	NA	ZNF347, APIP, CACNA1B, USP6, + 12 genes
KIAA0415	32	-0.33	0.745	0.88	NA	AGAP4, STX1A, ATAD3C, YWHAB, + 16 genes
ZXDA	106	-0.33	0.745	0.88	NA	CHM, CAPN12, NUDT14, CLTC, + 50 genes
DMTF1	82	-0.33	0.742	0.878	NA	ZNF331, SPRYD3, COL20A1, KRIT1, + 45 genes
ZFAT	55	-0.34	0.737	0.875	NA	CTDSP2, TYRP1, ETV3L, ASAP1, + 20 genes
ATF7	74	-0.35	0.729	0.867	NA	RUNX1T1, DHRS13, EYA3, ARID1B, + 44 genes
ZNF347	62	-0.35	0.726	0.866	NA	MGA, APOD, TMEM49, ZNF142, + 36 genes
ZHX3	70	-0.35	0.725	0.866	NA	SNORD116-28, BTBD7, ACYP2, ZNF236, + 38 genes
ZNF84	58	-0.35	0.724	0.866	NA	RYR3, AGFG2, TMEM109, ATP5F1, + 26 genes
ZNF236	100	-0.36	0.721	0.863	NA	HPS4, FPGS, HERC2, SON, + 47 genes
ZNF510	71	-0.36	0.718	0.861	NA	SMC5, HSPA7, ZNF782, KIAA1409, + 24 genes
ETV3	317	-0.37	0.715	0.859	NA	ZNF813, SDAD1, HIGD2A, AVL9, + 186 genes
ZCCHC11	67	-0.37	0.713	0.857	NA	PTPRG, ZBTB8A, CDC7, TCEB3, + 29 genes
ZNF8	39	-0.37	0.711	0.855	NA	ANKRD26, ZNF236, ZNF225, NFYA, + 16 genes
MLXIP	167	-0.38	0.706	0.851	NA	ADAM22, HIST2H2AA3, RSPRY1, SFMBT1, + 91 genes
PBRM1	136	-0.38	0.705	0.85	NA	BSN, TATDN2, REL, DPP8, + 64 genes
ZSCAN20	56	-0.38	0.704	0.85	NA	LUZP1, PRRT2, AGBL4, WDR35, + 23 genes
SOX7	26	-0.38	0.701	0.848	NA	ATP1B2, CXCR7, PLK2, EPHB1, + 4 genes
ADNP	387	-0.39	0.699	0.846	NA	BCL7C, LSM10, ZRSR2, CPA5, + 237 genes
ZNF774	54	-0.39	0.699	0.846	NA	PGM3, ST6GALNAC3, CHM, IGSF3, + 32 genes
THAP1	80	-0.39	0.696	0.845	NA	C2orf3, MCPH1, ERI1, C8orf76, + 34 genes
PRDM1	141	-0.39	0.694	0.843	NA	XPO1, NBPF1, DHX33, POP1, + 76 genes
SP6	34	-0.39	0.693	0.843	NA	CDX1, PCSK7, PRSS8, NPEPPS, + 13 genes
ZNF616	69	-0.4	0.692	0.842	NA	ZNF99, SIX4, SMG7, NUDT22, + 32 genes
ZNF468	107	-0.4	0.689	0.84	NA	GSDMB, IFT122, TSTD2, BCL7C, + 68 genes
ZNF470	66	-0.41	0.685	0.836	NA	SUN1, ASL, FAM193A, HPS4, + 34 genes
MIER2	91	-0.41	0.68	0.831	NA	C15orf38, PHACTR2, ZNF232, SSFA2, + 43 genes
RARB	64	-0.41	0.679	0.831	NA	ZNF498, TRAF2, TNPO3, RB1CC1, + 34 genes
ZNF329	48	-0.42	0.678	0.831	NA	DIRAS1, ZNF713, GNMT, LOC442459, + 17 genes
ATF4	236	-0.42	0.673	0.828	NA	PLBD2, CCDC6, CDRT4, RAVER1, + 137 genes
C14orf106	163	-0.43	0.667	0.822	NA	HEATR5A, SP4, PCDH1, DLST, + 84 genes
FOXP1	30	-0.44	0.662	0.819	NA	G3BP1, GHITM, SAE1, THRB, + 8 genes
CUX2	82	-0.44	0.661	0.819	NA	AGFG2, PPP1CA, FAM193A, SOAT1, + 46 genes
ZMAT5	211	-0.44	0.661	0.819	NA	C5orf42, HECTD1, PCDHGB1, ZSCAN23, + 134 genes
ZNF22	71	-0.44	0.659	0.819	NA	TSPYL1, PHF15, SNHG12, CSTF1, + 49 genes
ZNF225	85	-0.44	0.659	0.819	NA	OTUD7B, ZNF813, IGSF3, ZSCAN20, + 53 genes
LCORL	65	-0.45	0.653	0.814	NA	LPAR6, LOC91316, NRADDP, ZRANB3, + 30 genes
GABPB1	44	-0.45	0.652	0.814	NA	SLC35A4, ZNF672, LRSAM1, PUS7, + 17 genes
ZNF512B	48	-0.45	0.652	0.814	NA	TNPO3, TRIM71, ZNF573, ZNF727, + 23 genes
YEATS2	101	-0.46	0.649	0.813	NA	WNT2B, DNAL4, RBM9, IGSF3, + 60 genes
ZNF391	138	-0.46	0.646	0.81	NA	CLTC, NBPF1, BAT2, NIPAL1, + 82 genes
ZNF642	60	-0.46	0.646	0.81	NA	SFRS11, LOC642826, PPEF1, ATPAF1, + 25 genes
ZNF286A	79	-0.47	0.636	0.801	NA	C22orf25, TACC2, PAFAH1B1, GSG2, + 31 genes
POLE4	51	-0.47	0.635	0.801	NA	FIBP, ZNF295, CBR1, MDH1, + 21 genes
ZNF593	100	-0.47	0.635	0.801	NA	MRPL14, B4GALT7, MPZL3, DIP2B, + 57 genes
ZNF800	55	-0.47	0.635	0.801	NA	SERTAD3, SHD, TECR, KIAA1432, + 28 genes
ZKSCAN1	29	-0.48	0.632	0.801	NA	CSNK2A1P, TBC1D5, CAPN7, TNRC6A, + 7 genes
ZFR	190	-0.49	0.626	0.797	NA	SOX18, PGM3, USP28, KDM3B, + 126 genes
ZNF23	120	-0.49	0.625	0.796	NA	ODF2L, TMEM109, RHBDL1, CYP2C8, + 60 genes
NCOA2	448	-0.49	0.623	0.795	NA	ZNF813, HIGD2A, CHM, STRA13, + 301 genes
USF1	224	-0.49	0.623	0.795	NA	ZNF295, DEPDC4, BAIAP2L1, ANGEL1, + 118 genes
ZNF573	171	-0.5	0.62	0.794	NA	ZNF225, CCDC75, MAT2A, CXADR, + 110 genes
ZNF274	37	-0.5	0.618	0.794	NA	EIF4A3, RBM4, GORAB, ZNF155, + 26 genes
CLOCK	31	-0.5	0.615	0.792	NA	USP46, ZNF732, ERCC6, MOBKL1A, + 14 genes
SIX4	39	-0.5	0.615	0.792	NA	PNMA1, FPGS, ZNF493, ZBTB7B, + 23 genes
ZNF235	46	-0.5	0.614	0.792	NA	TALDO1, UBA2, CDC7, TCEB3, + 22 genes
E4F1	85	-0.51	0.612	0.79	NA	PHKG2, SF4, C1orf159, RPP21, + 52 genes
ZNF500	178	-0.51	0.608	0.787	NA	C18orf32, RPL10A, KIAA1467, PITPNM1, + 89 genes
ZBTB5	104	-0.51	0.607	0.787	NA	MELK, SMU1, TSPAN1, RNF38, + 54 genes
POU6F2	82	-0.52	0.606	0.787	NA	TMED4, KDM3B, SOD1, ZNF813, + 54 genes
HIVEP1	37	-0.52	0.605	0.786	NA	C6orf41, ANKRD50, EPC1, PRR23C, + 19 genes
HMBOX1	189	-0.52	0.604	0.786	NA	CXADR, NCRNA00182, MRP63, CDKN2D, + 117 genes
CRAMP1L	81	-0.52	0.603	0.786	NA	ZNF236, RSPRY1, HPS4, HERC2, + 50 genes
ZNF609	69	-0.52	0.603	0.786	NA	DPP8, AQR, JUND, ZNF133, + 43 genes
ZNF518A	34	-0.52	0.602	0.786	NA	ANKRD26, OTUD3, HERC2, HYDIN, + 17 genes
ZNF430	155	-0.52	0.601	0.786	NA	ZXDA, CLTC, PBRM1, LUC7L, + 99 genes
ZNF713	132	-0.53	0.597	0.783	NA	CDC42BPA, PHF3, ZBTB8A, MAP1LC3A, + 76 genes
ZNF700	120	-0.53	0.594	0.78	NA	PLBD2, PLAC8L1, CDRT4, RAVER1, + 61 genes
ZHX2	44	-0.54	0.588	0.775	NA	ADAMTS3, SLC9A3, CACNA2D3, ST6GALNAC2, + 12 genes
ZNF99	227	-0.54	0.587	0.774	NA	NBPF1, DHX33, XPO5, FPGS, + 156 genes
CIZ1	72	-0.55	0.582	0.772	NA	LUC7L, C17orf56, TFAP2E, COBRA1, + 35 genes
RBM20	34	-0.55	0.582	0.772	NA	ATP5EP2, FFAR2, ZNF782, KCNC1, + 14 genes
ZNF610	49	-0.55	0.58	0.771	NA	BCAS4, CAPN1, ITM2A, ZNF470, + 28 genes
TFCP2	70	-0.55	0.579	0.771	NA	DHX30, C1orf192, PRG2, TNPO3, + 44 genes
ZNF264	33	-0.55	0.579	0.771	NA	DNAH14, GDAP2, ZNF765, ZNF534, + 21 genes
MLL3	144	-0.56	0.578	0.771	NA	ASAP2, XPO1, NBPF1, FPGS, + 94 genes
KLF8	101	-0.56	0.577	0.77	NA	CHM, CCDC144A, BLOC1S1, PNMA1, + 74 genes
ZNF498	95	-0.56	0.577	0.77	NA	NFYA, RECK, HSPA13, DPP8, + 56 genes
ZNF670	57	-0.56	0.576	0.77	NA	LIN9, IFI27L2, GABPB1, SMC3, + 34 genes
DEPDC5	130	-0.56	0.574	0.769	NA	DPP8, AQR, EID1, YEATS2, + 81 genes
BDP1	83	-0.56	0.573	0.769	NA	DHX33, DAAM1, HEATR5A, NR2C2, + 54 genes
GRLF1	69	-0.56	0.573	0.769	NA	ZFAT, CTDSP2, TYRP1, C16orf45, + 38 genes
