Regulon	Size	NES	p.value	FDR	Synergy	Ledge
4781	76	-0.02	0.981	0.994	NA	238, 9848, 1259, 81492, + 19 genes
7748	105	-0.03	0.98	0.994	NA	79594, 120227, 29080, 7761, + 24 genes
91975	31	-0.03	0.98	0.994	NA	7539, 6935, 79780, 79817, + 3 genes
7678	198	-0.03	0.976	0.994	NA	9132, 55922, 2952, 23507, + 37 genes
146050	89	-0.03	0.973	0.992	NA	53944, 84617, 647288, 6223, + 12 genes
253832	252	-0.04	0.972	0.992	NA	10362, 6498, 9871, 6209, + 47 genes
84858	66	-0.04	0.97	0.991	NA	710, 5118, 84669, 51177, + 27 genes
367	215	-0.04	0.968	0.989	NA	54970, 64708, 4254, 2909, + 82 genes
9726	105	-0.04	0.968	0.989	NA	23221, 6256, 5493, 23361, + 13 genes
55663	385	-0.04	0.967	0.989	NA	29967, 8767, 6817, 9462, + 47 genes
22880	125	-0.04	0.966	0.989	NA	7494, 54475, 84733, 83464, + 17 genes
9923	140	-0.05	0.963	0.987	NA	10440, 28998, 84726, 84196, + 15 genes
7627	32	-0.05	0.961	0.986	NA	23418, 10923, 9584, 57084, + 28 genes
678	174	-0.05	0.959	0.985	NA	114548, 11279, 79811, 301, + 32 genes
6659	82	-0.05	0.958	0.984	NA	23526, 63941, 11237, 1788, + 12 genes
51176	28	-0.05	0.957	0.984	NA	23491, 3603, 4060, 3075, + 16 genes
7705	157	-0.06	0.956	0.984	NA	22847, 7678, 55922, 1774, + 27 genes
7799	84	-0.06	0.956	0.984	NA	6921, 9521, 4853, 84196, + 3 genes
84215	50	-0.06	0.956	0.984	NA	3222, 23483, 51686, 2944, + 18 genes
84243	100	-0.06	0.953	0.984	NA	594, 409, 83786, 127544, + 16 genes
84622	32	-0.07	0.947	0.982	NA	25850, 8552, 55275, 54799, + 6 genes
23036	128	-0.07	0.946	0.981	NA	22847, 10009, 5441, 23595, + 25 genes
7625	183	-0.07	0.946	0.981	NA	56897, 9881, 27037, 6508, + 36 genes
152518	103	-0.07	0.943	0.979	NA	81605, 25819, 3489, 9875, + 6 genes
7738	76	-0.07	0.943	0.979	NA	5878, 6448, 7678, 56242, + 14 genes
23051	105	-0.08	0.94	0.978	NA	54948, 2787, 7008, 6890, + 9 genes
51663	292	-0.08	0.936	0.975	NA	22847, 7678, 10009, 23507, + 58 genes
2128	31	-0.08	0.933	0.974	NA	3739, 5458, 2249, 23769, + 11 genes
2355	82	-0.08	0.933	0.974	NA	7798, 5784, 79135, 291, + 44 genes
6911	40	-0.09	0.932	0.974	NA	79849, 998, 55815, 8928, + 16 genes
2077	61	-0.09	0.926	0.97	NA	1762, 57003, 310, 4665, + 6 genes
53349	228	-0.09	0.926	0.97	NA	6921, 8767, 5876, 28998, + 31 genes
9112	91	-0.09	0.925	0.97	NA	24138, 8175, 9230, 25939, + 20 genes
4335	145	-0.1	0.924	0.97	NA	1742, 29775, 5917, 29928, + 62 genes
84627	91	-0.1	0.924	0.97	NA	9469, 4650, 4854, 113146, + 55 genes
127665	152	-0.1	0.922	0.97	NA	3140, 2752, 10425, 824, + 49 genes
26036	34	-0.1	0.919	0.968	NA	23469, 581, 79725, 54989, + 3 genes
388569	58	-0.1	0.918	0.968	NA	8342, 9416, 7341, 8812, + 9 genes
5090	30	-0.11	0.914	0.965	NA	55016, 4354, 6635, 1180, + 10 genes
285268	56	-0.11	0.91	0.962	NA	7182, 79364, 55680, 10168, + 18 genes
169270	84	-0.12	0.908	0.961	NA	1960, 644128, 4698, 157697, + 29 genes
1827	98	-0.12	0.906	0.96	NA	2625, 3887, 29015, 6422, + 14 genes
8553	54	-0.12	0.906	0.96	NA	9120, 8726, 10926, 8864, + 5 genes
51385	167	-0.12	0.903	0.959	NA	6777, 8468, 51533, 26152, + 69 genes
1831	43	-0.13	0.898	0.959	NA	10266, 1408, 10742, 790, + 7 genes
113835	31	-0.13	0.897	0.959	NA	7639, 57615, 81931, 9828, + 9 genes
353088	46	-0.13	0.897	0.959	NA	22827, 71, 56242, 957, + 7 genes
340595	33	-0.14	0.892	0.957	NA	79820, 27035, 26529, 11045, + 9 genes
5925	161	-0.14	0.892	0.957	NA	22894, 54622, 79902, 5611, + 43 genes
126295	27	-0.14	0.891	0.957	NA	55128, 7551, 51710, 10621
283337	133	-0.14	0.891	0.957	NA	5329, 11180, 9416, 80329, + 19 genes
55809	42	-0.14	0.888	0.956	NA	57669, 27124, 3783, 5618, + 9 genes
7629	86	-0.14	0.885	0.955	NA	79706, 4485, 90, 25878, + 50 genes
3171	83	-0.15	0.884	0.955	NA	5625, 2528, 91977, 79782, + 51 genes
7942	168	-0.15	0.884	0.955	NA	9230, 80148, 10865, 5463, + 38 genes
10943	239	-0.15	0.883	0.955	NA	79780, 7678, 321, 54681, + 42 genes
6664	128	-0.15	0.88	0.955	NA	11082, 27122, 7625, 285, + 42 genes
8531	147	-0.15	0.878	0.955	NA	23710, 22796, 6139, 84720, + 42 genes
91748	85	-0.15	0.878	0.955	NA	79875, 23405, 5663, 23116, + 28 genes
10691	85	-0.15	0.877	0.955	NA	6091, 643314, 25972, 22984, + 29 genes
7586	96	-0.16	0.875	0.955	NA	27072, 55610, 55870, 10499, + 34 genes
8928	60	-0.16	0.873	0.954	NA	7798, 55145, 25945, 81537, + 31 genes
146540	151	-0.16	0.869	0.951	NA	7533, 26140, 79842, 5683, + 91 genes
1386	176	-0.17	0.867	0.95	NA	56886, 23016, 9451, 9392, + 49 genes
6495	32	-0.17	0.867	0.95	NA	240, 64112, 9945, 710, + 21 genes
89884	51	-0.17	0.867	0.95	NA	6230, 55096, 1584, 80161, + 7 genes
59269	93	-0.17	0.866	0.95	NA	6921, 28998, 9521, 29088, + 4 genes
115509	50	-0.17	0.864	0.95	NA	9392, 2072, 2747, 83442, + 9 genes
83744	159	-0.18	0.859	0.948	NA	23424, 56943, 56926, 23196, + 15 genes
149041	51	-0.18	0.857	0.947	NA	25782, 55870, 7182, 7706, + 15 genes
8187	81	-0.18	0.857	0.947	NA	728621, 2222, 5820, 8448, + 10 genes
6873	237	-0.19	0.853	0.946	NA	22824, 203069, 10940, 5591, + 80 genes
94104	132	-0.19	0.85	0.946	NA	1509, 7552, 1859, 26123, + 24 genes
1649	42	-0.19	0.846	0.943	NA	55298, 83658, 10540, 80011, + 7 genes
84256	119	-0.19	0.846	0.943	NA	4669, 4326, 10188, 5442, + 36 genes
4488	47	-0.2	0.845	0.943	NA	3797, 5083, 222, 90141, + 18 genes
56676	38	-0.2	0.843	0.942	NA	1544, 140801, 2272, 6122, + 9 genes
252884	226	-0.2	0.841	0.941	NA	2099, 79877, 64800, 100, + 58 genes
4862	98	-0.2	0.841	0.941	NA	23092, 64078, 51728, 9368, + 25 genes
118738	34	-0.2	0.84	0.941	NA	6663, 150244, 10076, 58985, + 17 genes
333929	105	-0.2	0.839	0.941	NA	4066, 55227, 10148, 3059, + 62 genes
84217	89	-0.2	0.839	0.941	NA	56171, 51533, 23059, 124152, + 28 genes
91664	28	-0.2	0.838	0.941	NA	23304, 90233, 147657, 125893, + 7 genes
282890	53	-0.21	0.837	0.941	NA	63901, 58528, 23361, 10288, + 4 genes
3215	44	-0.21	0.837	0.941	NA	5654, 7041, 112399, 652, + 27 genes
84614	26	-0.21	0.835	0.941	NA	27252, 5966, 4293, 126231, + 11 genes
221895	62	-0.21	0.833	0.941	NA	5603, 3628, 149986, 79822, + 4 genes
54503	70	-0.21	0.832	0.941	NA	9856, 55110, 23274, 10272, + 11 genes
7626	61	-0.22	0.823	0.936	NA	6155, 56993, 51135, 22807, + 15 genes
6615	100	-0.23	0.821	0.935	NA	6624, 1282, 8728, 3269, + 45 genes
349075	33	-0.23	0.82	0.934	NA	347240, 9296, 80273, 8621, + 9 genes
2104	118	-0.23	0.819	0.934	NA	5525, 53353, 79153, 29893, + 48 genes
91120	35	-0.23	0.819	0.934	NA	56242, 4641, 27329, 2782, + 5 genes
64764	169	-0.23	0.816	0.933	NA	23543, 63941, 2887, 9132, + 32 genes
6938	156	-0.23	0.815	0.933	NA	51282, 51293, 11228, 81792, + 24 genes
30827	128	-0.24	0.812	0.932	NA	10802, 8420, 23190, 9150, + 57 genes
55906	53	-0.24	0.812	0.932	NA	221061, 3958, 6608, 5325, + 29 genes
57547	67	-0.24	0.809	0.932	NA	23272, 56926, 4495, 4793, + 5 genes
23152	299	-0.24	0.808	0.932	NA	6921, 10440, 28998, 29081, + 26 genes
1482	34	-0.24	0.807	0.931	NA	5655, 64087, 6663, 10635, + 16 genes
6650	49	-0.25	0.805	0.931	NA	6621, 83444, 6305, 4007, + 14 genes
23764	84	-0.25	0.804	0.931	NA	8061, 51586, 7975, 7874, + 9 genes
79175	61	-0.25	0.801	0.93	NA	23509, 9777, 8455, 60493, + 38 genes
9849	70	-0.25	0.799	0.93	NA	51079, 1212, 10567, 11285, + 18 genes
4854	102	-0.26	0.797	0.93	NA	11017, 58525, 29092, 4729, + 46 genes
10838	44	-0.26	0.796	0.93	NA	54885, 2009, 55152, 10009, + 9 genes
5978	299	-0.26	0.796	0.93	NA	27335, 9392, 9045, 2197, + 81 genes
23314	29	-0.26	0.795	0.93	NA	80223, 3159
286128	80	-0.26	0.795	0.93	NA	79943, 388569, 3459, 8804, + 23 genes
3087	137	-0.27	0.79	0.927	NA	2313, 2155, 58494, 7010, + 57 genes
9355	55	-0.27	0.789	0.927	NA	597, 1136, 5454, 1482, + 20 genes
90993	162	-0.27	0.785	0.924	NA	5118, 83468, 7043, 6609, + 74 genes
10794	31	-0.28	0.783	0.923	NA	5927, 643314, 5290, 90233, + 7 genes
10608	226	-0.28	0.781	0.922	NA	55336, 80155, 666, 11260, + 60 genes
10370	72	-0.28	0.78	0.922	NA	23632, 10800, 5718, 846, + 12 genes
84662	84	-0.28	0.779	0.921	NA	146227, 7041, 1292, 79759, + 50 genes
80139	160	-0.28	0.777	0.921	NA	965, 11248, 22993, 25823, + 72 genes
54581	154	-0.28	0.776	0.921	NA	2661, 79841, 54993, 51192, + 47 genes
7409	40	-0.28	0.776	0.921	NA	54440, 4650, 3071, 5341, + 26 genes
256297	27	-0.29	0.775	0.921	NA	2742, 7404, 7276, 2780, + 3 genes
54542	199	-0.29	0.775	0.921	NA	157922, 2241, 79598, 55238, + 43 genes
4778	154	-0.29	0.773	0.921	NA	4656, 55806, 3790, 55768, + 79 genes
201501	116	-0.29	0.772	0.921	NA	2155, 2245, 27071, 3326, + 53 genes
24149	84	-0.3	0.767	0.919	NA	22847, 6171, 5441, 55206, + 12 genes
84458	200	-0.3	0.767	0.919	NA	367, 2081, 2957, 55175, + 54 genes
3216	41	-0.3	0.765	0.919	NA	23545, 85360, 29842, 165, + 30 genes
6778	208	-0.3	0.764	0.919	NA	157697, 54962, 10313, 81831, + 60 genes
7597	43	-0.3	0.761	0.917	NA	55102, 10970, 9166, 9866, + 20 genes
84450	114	-0.31	0.759	0.917	NA	801, 51309, 22948, 3176, + 27 genes
861	72	-0.31	0.757	0.916	NA	9231, 55344, 5099, 27303, + 29 genes
730130	27	-0.31	0.756	0.916	NA	2994, 6336, 265, 23626, + 7 genes
79750	58	-0.31	0.754	0.916	NA	2273, 2791, 6403, 58478, + 28 genes
57643	104	-0.31	0.753	0.916	NA	2523, 27165, 2913, 56993, + 39 genes
7637	64	-0.32	0.752	0.916	NA	11201, 2896, 91120, 6398, + 11 genes
860	42	-0.32	0.747	0.911	NA	8038, 9145, 4060, 29940, + 24 genes
55596	132	-0.33	0.745	0.909	NA	50840, 4125, 64856, 5660, + 21 genes
51157	46	-0.33	0.744	0.909	NA	81614, 54165, 10097, 55233, 2067
7543	84	-0.33	0.738	0.904	NA	55175, 54954, 2009, 10260, + 18 genes
126069	31	-0.34	0.737	0.904	NA	7167, 4904, 54943, 55332, + 5 genes
4899	98	-0.34	0.737	0.904	NA	4247, 30001, 93643, 3417, + 8 genes
64393	65	-0.34	0.735	0.904	NA	79834, 27303, 55243, 79776, + 29 genes
5994	110	-0.34	0.734	0.904	NA	8363, 3012, 9617, 79612, + 55 genes
55893	162	-0.34	0.733	0.904	NA	64800, 55379, 54904, 4824, + 48 genes
57659	257	-0.35	0.729	0.903	NA	79363, 64582, 23544, 83450, + 53 genes
374655	134	-0.35	0.728	0.903	NA	29081, 10987, 818, 63877, + 15 genes
6936	116	-0.35	0.728	0.903	NA	26020, 8446, 26054, 3487, + 10 genes
5458	28	-0.35	0.726	0.903	NA	1995, 5121, 7827, 1852, + 20 genes
23503	52	-0.35	0.725	0.903	NA	23351, 51642, 79135, 4293, + 26 genes
27063	98	-0.35	0.724	0.902	NA	10979, 65983, 56172, 8728, + 45 genes
285676	48	-0.35	0.723	0.902	NA	79780, 51206, 54681, 79817, + 10 genes
3097	117	-0.35	0.723	0.902	NA	611, 4921, 411, 81562, + 16 genes
9774	149	-0.35	0.723	0.902	NA	1656, 10009, 9130, 7957, + 29 genes
9831	80	-0.35	0.723	0.902	NA	54904, 23619, 65986, 6482, + 14 genes
6473	30	-0.36	0.721	0.902	NA	79148, 4978, 8560, 27122, + 12 genes
55778	178	-0.36	0.719	0.902	NA	22919, 23125, 84820, 3425, + 57 genes
57786	31	-0.36	0.719	0.902	NA	23353, 8621, 5300, 10009, + 7 genes
6658	81	-0.36	0.718	0.902	NA	3630, 79739, 5454, 2626, + 27 genes
6668	100	-0.36	0.717	0.901	NA	64853, 64422, 1164, 378, + 18 genes
147912	94	-0.37	0.714	0.901	NA	26145, 9230, 666, 11260, + 26 genes
79830	84	-0.37	0.711	0.898	NA	54187, 4726, 23049, 4946, + 10 genes
7700	75	-0.37	0.71	0.898	NA	22863, 5184, 114819, 79963, + 21 genes
22807	78	-0.38	0.705	0.896	NA	3607, 25890, 54891, 26168, + 17 genes
117608	88	-0.38	0.701	0.894	NA	4974, 8028, 50839, 8552, + 26 genes
7227	182	-0.39	0.7	0.893	NA	3397, 5408, 10243, 2925, + 24 genes
29994	139	-0.39	0.696	0.89	NA	26521, 10142, 23348, 3014, + 37 genes
100129842	26	-0.39	0.695	0.89	NA	8034, 7644, 7594, 284443, + 11 genes
22891	61	-0.39	0.694	0.89	NA	10631, 5654, 8038, 112399, + 41 genes
84146	174	-0.39	0.694	0.89	NA	10067, 22847, 80143, 23507, + 35 genes
2033	43	-0.4	0.692	0.89	NA	10499, 10042, 23786, 6942, + 13 genes
23174	102	-0.4	0.691	0.889	NA	1293, 9331, 55066, 79583, + 37 genes
169792	117	-0.4	0.689	0.887	NA	8507, 8038, 65263, 1809, + 68 genes
3195	31	-0.4	0.686	0.886	NA	80736, 7031, 23158, 8326, + 2 genes
7701	109	-0.41	0.685	0.886	NA	55819, 27013, 8813, 6883, + 34 genes
166793	177	-0.41	0.684	0.886	NA	9752, 79963, 10637, 4668, + 49 genes
90316	45	-0.41	0.684	0.886	NA	79727, 140801, 10390, 6258, + 22 genes
51364	284	-0.41	0.683	0.886	NA	6097, 83715, 55812, 80023, + 116 genes
55657	184	-0.41	0.682	0.886	NA	80162, 1018, 79854, 55815, + 66 genes
51804	60	-0.41	0.681	0.885	NA	51150, 4331, 9159, 25777, + 10 genes
83637	125	-0.41	0.681	0.885	NA	115703, 51164, 9765, 4238, + 50 genes
2298	32	-0.41	0.679	0.885	NA	6339, 27035, 5016, 2979, + 9 genes
199692	35	-0.42	0.678	0.885	NA	274, 56242, 7695, 162, + 5 genes
51274	60	-0.42	0.678	0.885	NA	2957, 55279, 116984, 3028, + 12 genes
64397	98	-0.42	0.677	0.885	NA	9771, 157, 4750, 1106, + 24 genes
55870	130	-0.42	0.676	0.885	NA	3429, 514, 25855, 10952, + 26 genes
9935	75	-0.42	0.676	0.885	NA	1281, 1601, 3122, 1277, + 37 genes
26048	223	-0.42	0.675	0.885	NA	10447, 5912, 10307, 3551, + 138 genes
90649	31	-0.42	0.674	0.885	NA	51755, 54344, 51364, 5546, + 11 genes
163071	40	-0.42	0.672	0.885	NA	4208, 7372, 63928, 79812, + 20 genes
1875	165	-0.42	0.671	0.885	NA	5304, 55197, 2239, 23324, + 27 genes
1998	75	-0.43	0.666	0.881	NA	54891, 2549, 4750, 2896, + 15 genes
128209	56	-0.43	0.665	0.881	NA	10418, 1281, 1277, 10630, + 31 genes
165	274	-0.43	0.665	0.881	NA	7077, 633, 5994, 11027, + 170 genes
7776	87	-0.43	0.665	0.881	NA	60, 10109, 2512, 6389, + 15 genes
2018	35	-0.43	0.664	0.881	NA	8076, 83468, 5396, 8839, + 17 genes
745	35	-0.43	0.664	0.881	NA	6496, 8437, 7905, 3595, + 15 genes
8216	85	-0.43	0.664	0.881	NA	57591, 55, 23151, 9145, + 50 genes
1051	161	-0.44	0.663	0.881	NA	1506, 22834, 55350, 51306, + 27 genes
204219	85	-0.44	0.663	0.881	NA	6425, 64746, 2707, 10903, + 31 genes
55063	94	-0.44	0.662	0.881	NA	9400, 26003, 10693, 9256, + 45 genes
54937	49	-0.44	0.661	0.881	NA	5297, 4060, 1666, 10418, + 29 genes
4066	362	-0.44	0.66	0.881	NA	4056, 8764, 5443, 4242, + 170 genes
3110	109	-0.44	0.657	0.881	NA	79748, 57835, 2902, 3785, + 28 genes
149076	176	-0.45	0.656	0.881	NA	6731, 8325, 51012, 147912, + 50 genes
390927	25	-0.45	0.655	0.881	NA	25850, 4668, 91120, 2495, + 6 genes
100130086	133	-0.45	0.654	0.881	NA	3930, 10092, 55240, 90362, + 8 genes
1385	164	-0.45	0.654	0.881	NA	4780, 7030, 10573, 324, + 52 genes
5308	47	-0.45	0.654	0.881	NA	7077, 5654, 8038, 1809, + 29 genes
11016	62	-0.45	0.653	0.881	NA	10193, 23543, 23093, 22827, + 10 genes
140685	183	-0.45	0.653	0.881	NA	54962, 10044, 91683, 10313, + 57 genes
4286	65	-0.46	0.649	0.881	NA	3176, 4481, 10013, 79022, + 10 genes
23528	60	-0.46	0.645	0.881	NA	54923, 7592, 896, 57152, + 10 genes
654254	30	-0.46	0.645	0.881	NA	8459, 9077, 3820, 55608, + 19 genes
90827	34	-0.46	0.643	0.88	NA	5630, 80059, 3890, 29930, + 10 genes
6299	77	-0.46	0.642	0.879	NA	4319, 23213, 4060, 1296, + 46 genes
4603	82	-0.47	0.638	0.875	NA	80174, 29949, 6340, 528, + 15 genes
64843	50	-0.47	0.635	0.874	NA	9427, 608, 6504, 2108, + 34 genes
6932	47	-0.48	0.634	0.874	NA	53335, 2628, 6366, 1606, + 27 genes
5083	44	-0.48	0.633	0.873	NA	64798, 3081, 79820, 2977, + 9 genes
203447	71	-0.48	0.632	0.872	NA	4254, 1278, 22936, 5129, + 27 genes
5075	44	-0.48	0.63	0.872	NA	4060, 1296, 25878, 10418, + 28 genes
3222	55	-0.49	0.627	0.87	NA	3213, 956, 4059, 8975, + 28 genes
9988	165	-0.49	0.626	0.87	NA	7776, 91316, 11064, 26013, + 83 genes
7587	27	-0.49	0.624	0.868	NA	8028, 55175, 79598, 8717, + 5 genes
147687	30	-0.49	0.622	0.866	NA	54813, 90233, 50831, 6156, + 10 genes
51201	57	-0.49	0.622	0.866	NA	23461, 23345, 6304, 55974, + 14 genes
57708	105	-0.49	0.622	0.866	NA	1486, 60343, 4726, 55695, + 17 genes
6097	138	-0.49	0.622	0.866	NA	6491, 2305, 51043, 9918, + 29 genes
4091	45	-0.5	0.62	0.866	NA	7323, 4056, 9719, 6649, + 20 genes
55145	94	-0.5	0.62	0.866	NA	7572, 6493, 9831, 7163, + 49 genes
642658	34	-0.5	0.62	0.866	NA	64714, 10026, 11007, 9684, + 11 genes
257101	53	-0.5	0.619	0.866	NA	3001, 10225, 5778, 926, + 28 genes
56917	219	-0.5	0.618	0.866	NA	1742, 51226, 51313, 4436, + 107 genes
79973	39	-0.5	0.618	0.866	NA	26227, 8872, 10575, 2023, + 5 genes
100036519	46	-0.5	0.617	0.866	NA	5364, 3939, 23390, 11155, + 24 genes
2307	109	-0.5	0.617	0.866	NA	7122, 201191, 8776, 2791, + 71 genes
57209	32	-0.5	0.616	0.866	NA	8028, 25850, 221078, 11201, + 5 genes
79891	110	-0.5	0.615	0.866	NA	25900, 10742, 2615, 596, + 32 genes
463	86	-0.5	0.614	0.866	NA	23194, 23604, 204, 324, + 28 genes
79692	50	-0.5	0.614	0.866	NA	8986, 11186, 3661, 10634, + 4 genes
84240	113	-0.51	0.613	0.866	NA	79663, 9390, 23038, 10013, + 25 genes
81931	86	-0.51	0.612	0.866	NA	80110, 80347, 11070, 10793, + 4 genes
3104	221	-0.51	0.611	0.866	NA	8833, 283232, 7755, 55854, + 153 genes
4825	32	-0.51	0.61	0.866	NA	9843, 9902, 4323, 165, + 24 genes
376940	126	-0.51	0.608	0.866	NA	54954, 57798, 10799, 596, + 35 genes
406	25	-0.51	0.608	0.866	NA	28956, 54539, 1584, 5692, + 4 genes
155060	195	-0.52	0.604	0.866	NA	91316, 81571, 5711, 275, + 115 genes
163051	30	-0.52	0.604	0.866	NA	64375, 7695, 57097, 8986, + 5 genes
22850	58	-0.52	0.604	0.866	NA	10009, 10825, 54811, 55206, + 12 genes
284391	115	-0.52	0.604	0.866	NA	2549, 100, 373, 9235, + 32 genes
7643	58	-0.52	0.604	0.866	NA	1389, 56342, 8538, 54663, + 27 genes
4090	136	-0.52	0.603	0.866	NA	4061, 8986, 6195, 84164, + 23 genes
26137	31	-0.53	0.599	0.866	NA	2241, 80034, 7638, 80243, + 8 genes
283933	161	-0.53	0.599	0.866	NA	6741, 84790, 9895, 80273, + 59 genes
440695	29	-0.53	0.599	0.866	NA	10691, 4338, 7368, 5515, + 10 genes
4776	157	-0.53	0.599	0.866	NA	54733, 8153, 168544, 55592, + 84 genes
863	116	-0.53	0.598	0.866	NA	58478, 489, 7105, 86, + 73 genes
80264	46	-0.53	0.594	0.865	NA	158747, 10573, 29100, 90233, + 16 genes
126068	54	-0.54	0.59	0.861	NA	373, 11201, 4904, 64375, + 16 genes
4152	65	-0.54	0.589	0.86	NA	29097, 30827, 6788, 9352, + 36 genes
2099	433	-0.54	0.588	0.86	NA	1555, 51097, 54843, 10130, + 132 genes
26013	205	-0.54	0.588	0.86	NA	91316, 8153, 81571, 275, + 115 genes
646	56	-0.54	0.588	0.86	NA	63928, 131, 6318, 5650, + 30 genes
85416	28	-0.54	0.587	0.86	NA	642636, 2637, 84733, 30012, + 5 genes
342900	35	-0.55	0.584	0.86	NA	3347, 10136, 3080, 140290, + 15 genes
11244	32	-0.55	0.583	0.86	NA	2957, 157567, 55716, 6813, + 5 genes
10308	173	-0.55	0.58	0.857	NA	3604, 10285, 51282, 4043, + 26 genes
57335	158	-0.55	0.579	0.856	NA	22847, 7678, 55975, 2203, + 33 genes
4299	171	-0.56	0.578	0.856	NA	2549, 10280, 4750, 5874, + 41 genes
10781	65	-0.56	0.577	0.856	NA	11120, 115201, 91316, 2550, + 34 genes
7639	26	-0.56	0.577	0.856	NA	7594, 10302, 27292, 1639, + 12 genes
7620	70	-0.56	0.575	0.856	NA	4111, 79656, 6772, 65095, + 13 genes
55628	63	-0.56	0.574	0.856	NA	8815, 4694, 7316, 60, + 14 genes
84225	159	-0.56	0.573	0.856	NA	4542, 9692, 60672, 64699, + 86 genes
84944	27	-0.57	0.571	0.854	NA	64663, 84779, 6299, 54829, + 12 genes
7021	85	-0.57	0.57	0.854	NA	5602, 284541, 261734, 54386, + 31 genes
3207	50	-0.57	0.569	0.853	NA	2200, 79861, 633, 1611, + 35 genes
5462	47	-0.57	0.569	0.853	NA	3790, 2444, 79861, 29894, + 24 genes
643641	180	-0.57	0.566	0.853	NA	11169, 402055, 39, 54858, + 113 genes
10002	93	-0.58	0.565	0.853	NA	25823, 4998, 196993, 23198, + 48 genes
10062	79	-0.58	0.565	0.853	NA	8698, 341, 7305, 2876, + 45 genes
27086	139	-0.58	0.565	0.853	NA	25924, 2305, 2206, 5901, + 22 genes
7594	36	-0.58	0.565	0.853	NA	55786, 7639, 2661, 113835, + 13 genes
116412	33	-0.58	0.564	0.853	NA	6621, 11007, 83444, 56928, + 11 genes
5927	69	-0.58	0.56	0.853	NA	2957, 3845, 23279, 65125, + 17 genes
6474	53	-0.58	0.559	0.853	NA	7077, 8038, 9955, 1292, + 32 genes
3233	45	-0.59	0.558	0.853	NA	6843, 55608, 57018, 402055, + 25 genes
5814	45	-0.59	0.555	0.85	NA	5898, 5184, 54954, 8621, + 11 genes
3235	48	-0.59	0.554	0.85	NA	1962, 63923, 4081, 64321, + 21 genes
3662	97	-0.59	0.554	0.85	NA	3386, 5023, 1380, 4724, + 64 genes
4297	98	-0.59	0.554	0.85	NA	64328, 29068, 5922, 8818, + 41 genes
7621	29	-0.59	0.554	0.85	NA	23264, 23762, 23543, 23119, + 7 genes
137209	62	-0.59	0.552	0.85	NA	51582, 55756, 528, 9897, + 12 genes
4087	87	-0.6	0.551	0.85	NA	55364, 79676, 9050, 3998, + 33 genes
64919	47	-0.6	0.55	0.85	NA	9760, 4063, 1286, 7980, + 29 genes
147923	34	-0.6	0.549	0.85	NA	9372, 1859, 7733, 51690, + 5 genes
90594	49	-0.6	0.547	0.85	NA	90634, 50839, 440515, 55379, + 10 genes
3202	25	-0.61	0.542	0.846	NA	4212, 79365, 3400, 9077, + 15 genes
4602	92	-0.61	0.541	0.846	NA	55540, 2180, 79658, 6013, + 30 genes
23650	239	-0.62	0.538	0.844	NA	9076, 2528, 1949, 5655, + 133 genes
5452	50	-0.62	0.538	0.844	NA	4033, 80342, 3059, 963, + 32 genes
5252	236	-0.62	0.537	0.844	NA	3091, 80155, 9801, 1188, + 70 genes
10260	115	-0.62	0.534	0.842	NA	55206, 3658, 10114, 53944, + 20 genes
171017	81	-0.62	0.533	0.842	NA	6602, 51202, 144699, 928, + 43 genes
340385	76	-0.62	0.532	0.842	NA	90, 1729, 51125, 55, + 46 genes
10365	137	-0.63	0.529	0.839	NA	6732, 10268, 51768, 2475, + 113 genes
6322	68	-0.63	0.527	0.839	NA	26013, 2550, 23360, 5768, + 40 genes
26152	138	-0.64	0.524	0.839	NA	114819, 63935, 90204, 78997, + 44 genes
51616	90	-0.64	0.522	0.838	NA	253959, 2870, 51014, 7841, + 9 genes
2118	63	-0.64	0.521	0.838	NA	58516, 51363, 3887, 11216, + 12 genes
6875	231	-0.64	0.52	0.838	NA	23305, 23287, 26230, 55450, + 51 genes
7161	67	-0.64	0.52	0.838	NA	1870, 11033, 29775, 57731, + 30 genes
84186	130	-0.64	0.519	0.838	NA	5660, 23418, 23129, 79725, + 19 genes
10472	163	-0.65	0.518	0.838	NA	10636, 55893, 6827, 27165, + 59 genes
170302	43	-0.65	0.518	0.838	NA	5076, 55521, 1943, 63973, + 11 genes
2034	28	-0.65	0.517	0.838	NA	5151, 5787, 1901, 79812, + 15 genes
29801	218	-0.65	0.517	0.838	NA	23774, 1298, 66035, 4091, + 125 genes
6910	56	-0.65	0.516	0.838	NA	2191, 81849, 83468, 5396, + 32 genes
9204	60	-0.65	0.516	0.838	NA	6183, 10768, 79753, 23253, + 39 genes
169841	120	-0.65	0.515	0.838	NA	27069, 25813, 10598, 91316, + 73 genes
57593	183	-0.65	0.515	0.838	NA	4059, 10267, 4953, 55884, + 109 genes
2300	106	-0.65	0.514	0.838	NA	6624, 10656, 1410, 70, + 53 genes
5396	219	-0.65	0.514	0.838	NA	4015, 4052, 3037, 1734, + 139 genes
1749	72	-0.65	0.513	0.838	NA	81618, 284, 7070, 2295, + 43 genes
7593	279	-0.65	0.513	0.838	NA	4123, 6844, 168544, 55592, + 166 genes
4861	167	-0.66	0.512	0.838	NA	91647, 3485, 7923, 2946, + 96 genes
3218	32	-0.66	0.511	0.838	NA	79652, 4487, 3219, 8639, + 22 genes
196	94	-0.66	0.51	0.838	NA	79633, 5896, 128553, 4780, + 35 genes
